INCIDENT_NUMBER,DATE_OCCURED,UOR_DESC,PREMISE_TYPE,OFFICER_ATTACKED
80-20-039049,7/2/2020,CUSTODIAL INTERFERENCE-FELONY,RESIDENCE / HOME,0
80-20-039054,6/29/2020,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-20-039082,7/2/2020,TERRORISTIC THREATENING 3RD DEGREE,CYBERSPACE,0
80-20-039086,7/2/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039099,7/2/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039103,7/2/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,SERVICE / GAS STATION,0
80-20-039107,7/2/2020,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,MALL / SHOPPING CENTER,0
80-20-039108,7/2/2020,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039122,7/2/2020,WANTON ENDANGERMENT-1ST DEGREE,HOTEL / MOTEL / ETC.,0
80-20-039135,7/2/2020,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039137,7/1/2020,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039142,7/2/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039144,7/2/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-039145,6/26/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039146,7/2/2020,TERRORISTIC THREATENING 3RD DEGREE,OTHER / UNKNOWN,0
80-20-039148,7/2/2020,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039149,7/2/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039151,7/2/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039154,7/2/2020,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-20-039156,7/3/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039160,7/3/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039161,7/3/2020,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039162,7/2/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039163,7/3/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-039169,7/3/2020,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039173,7/3/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039175,7/3/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-20-039187,7/3/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039192,7/1/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESTAURANT,0
80-20-039193,7/3/2020,WANTON ENDANGERMENT-1ST DEGREE,PARKING LOT / GARAGE,0
80-20-039206,7/3/2020,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039211,7/3/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-039213,7/3/2020,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039222,7/3/2020,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039235,7/3/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),PARKING LOT / GARAGE,0
80-20-039245,7/3/2020,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039251,7/2/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-039255,7/3/2020,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039258,7/2/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-039267,7/3/2020,VIOLATION OF KENTUCKY EPO/DVO,OTHER / UNKNOWN,0
80-20-039273,7/3/2020,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039274,7/3/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-039290,7/3/2020,VIOLATION OF KENTUCKY EPO/DVO,HIGHWAY / ROAD / ALLEY,0
80-20-039309,7/3/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039310,7/3/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039319,7/3/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039327,7/3/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039330,7/3/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039339,7/3/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-039347,7/4/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039349,7/3/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,CONVENIENCE STORE,0
80-20-039353,7/3/2020,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),PARKING LOT / GARAGE,0
80-20-039355,7/3/2020,TERRORISTIC THREATENING 3RD DEGREE,CYBERSPACE,0
80-20-039358,7/3/2020,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-20-039359,7/3/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039368,7/3/2020,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039369,7/3/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-039373,7/4/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039375,7/4/2020,"ASSAULT, 4TH DEGREE DATING VIOLENCE (MINOR INJURY)",RESIDENCE / HOME,0
80-20-039380,7/4/2020,WANTON ENDANGERMENT-1ST DEGREE,PARKING LOT / GARAGE,0
80-20-039383,7/4/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039386,7/4/2020,ASSAULT - 1ST DEGREE,RESIDENCE / HOME,0
80-20-039388,7/4/2020,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039392,7/4/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039395,7/4/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039398,7/4/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039399,7/4/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-039400,7/4/2020,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039404,7/4/2020,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-20-039414,7/4/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039441,7/4/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039455,7/4/2020,TERRORISTIC THREATENING 3RD DEGREE,SERVICE / GAS STATION,0
80-20-039464,7/3/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039471,7/4/2020,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-20-039473,7/4/2020,ASSAULT - 1ST DEGREE,PARKING LOT / GARAGE,0
80-20-039475,7/4/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039477,7/4/2020,ENDANGERING THE WELFARE OF A MINOR,HIGHWAY / ROAD / ALLEY,0
80-20-039485,7/4/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039487,7/4/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,HIGHWAY / ROAD / ALLEY,0
80-20-039492,7/4/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039494,7/3/2020,TERRORISTIC THREATENING 3RD DEGREE,CYBERSPACE,0
80-20-039497,7/4/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039507,7/4/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039513,7/4/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039524,7/4/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039525,7/4/2020,TERRORISTIC THREATENING 3RD DEGREE,CYBERSPACE,0
80-20-039527,7/3/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039535,7/4/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-20-039536,7/4/2020,MENACING,RESIDENCE / HOME,0
80-20-039547,7/4/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039551,7/4/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039555,7/4/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039560,7/4/2020,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-20-039563,7/4/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039569,7/4/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-20-039580,7/4/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-20-039582,7/5/2020,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039588,7/5/2020,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-20-039590,7/5/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039592,7/5/2020,ASSAULT - 2ND DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039594,7/5/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039595,7/5/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039596,7/5/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-039597,7/5/2020,ASSAULT - 1ST DEGREE,RESIDENCE / HOME,0
80-20-039598,7/5/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039601,7/5/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-039607,7/4/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,HIGHWAY / ROAD / ALLEY,0
80-20-039612,7/5/2020,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-20-039615,7/5/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039626,7/5/2020,MENACING,RESIDENCE / HOME,0
80-20-039640,7/5/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039657,7/5/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039668,7/5/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-20-039670,7/1/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039680,7/5/2020,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),HIGHWAY / ROAD / ALLEY,0
80-20-039684,7/5/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039691,7/5/2020,STALKING-2ND DEGREE,RESIDENCE / HOME,0
80-20-039692,7/5/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-039695,7/5/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039698,7/5/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039703,7/5/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039714,7/5/2020,TERRORISTIC THREATENING 3RD DEGREE,CYBERSPACE,0
80-20-039715,7/5/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-20-039720,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039728,7/5/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-039732,7/5/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039737,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,SERVICE / GAS STATION,0
80-20-039739,6/1/2020,ASSAULT - 4TH DEGREE (CHILD ABUSE),RESIDENCE / HOME,0
80-20-039740,7/5/2020,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,HIGHWAY / ROAD / ALLEY,0
80-20-039748,7/5/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039752,7/5/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039754,7/6/2020,WANTON ENDANGERMENT-2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039756,7/5/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039758,7/5/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039771,7/5/2020,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-20-039775,7/5/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039777,7/5/2020,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-20-039778,7/5/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039780,7/5/2020,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-20-039782,7/5/2020,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-20-039784,7/5/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039786,7/5/2020,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-20-039789,7/5/2020,WANTON ENDANGERMENT-1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039795,7/5/2020,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039799,7/2/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039801,7/6/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-20-039803,7/6/2020,ASSAULT - 2ND DEGREE,PARKING LOT / GARAGE,0
80-20-039805,7/6/2020,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-20-039810,7/6/2020,WANTON ENDANGERMENT-2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039811,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,CONVENIENCE STORE,0
80-20-039813,7/6/2020,ASSAULT - 1ST DEGREE,RESTAURANT,0
80-20-039814,7/5/2020,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039817,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,OTHER / UNKNOWN,0
80-20-039821,7/6/2020,ASSAULT - 1ST DEGREE,OTHER / UNKNOWN,0
80-20-039862,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,PARKING LOT / GARAGE,0
80-20-039865,7/6/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039872,7/6/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039878,7/6/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039881,7/4/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039885,7/6/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-20-039886,7/6/2020,MENACING,RESIDENCE / HOME,0
80-20-039888,7/6/2020,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,RESIDENCE / HOME,0
80-20-039890,6/26/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER / UNKNOWN,0
80-20-039910,7/7/2020,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039913,7/6/2020,ASSAULT - 1ST DEGREE - DOMESTIC VIOLENCE,RESIDENCE / HOME,0
80-20-039916,7/4/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-039928,7/6/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-20-039931,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,OTHER / UNKNOWN,0
80-20-039941,7/1/2020,HARASSMENT (NO PHYSICAL CONTACT),RESTAURANT,0
80-20-039942,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,DEPARTMENT / DISCOUNT STORE,0
80-20-039944,7/5/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-039947,7/6/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-039952,7/6/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-039960,7/6/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-20-039968,7/6/2020,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-20-039974,7/4/2020,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-039976,7/6/2020,ENDANGERING THE WELFARE OF A MINOR,HIGHWAY / ROAD / ALLEY,0
80-20-039978,7/6/2020,WANTON ENDANGERMENT-2ND DEGREE,SERVICE / GAS STATION,0
80-20-039985,6/27/2020,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-20-039986,6/21/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-039991,6/19/2020,MENACING,HIGHWAY / ROAD / ALLEY,1
80-20-039996,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-039997,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-040001,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,JAIL / PENITENTARY,1
80-20-040002,7/6/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,HIGHWAY / ROAD / ALLEY,0
80-20-040007,7/6/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-040014,7/6/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,HIGHWAY / ROAD / ALLEY,0
80-20-040024,7/5/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-040027,7/6/2020,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-040031,7/6/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-040033,7/6/2020,"ASSAULT, 4TH DEGREE DATING VIOLENCE (MINOR INJURY)",RESIDENCE / HOME,0
80-20-040035,7/6/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-040038,7/6/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-040043,7/6/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-040044,7/6/2020,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-20-040046,7/7/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-040048,7/7/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-20-040054,7/7/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-040055,7/7/2020,ASSAULT - 1ST DEGREE,PARKING LOT / GARAGE,0
80-20-040057,7/6/2020,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-20-040063,7/7/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-20-040071,7/7/2020,ASSAULT - 2ND DEGREE,PARKING LOT / GARAGE,0
80-20-040073,7/7/2020,ASSAULT - 2ND DEGREE,HOMELESS SHELTER / MISSION,0
80-20-040078,7/7/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-040087,7/7/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),HOMELESS SHELTER / MISSION,0
80-20-040090,7/7/2020,TERRORISTIC THREATENING 3RD DEGREE,CYBERSPACE,0
80-20-040100,7/7/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-040115,7/7/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-040145,7/8/2020,TERRORISTIC THREATENING 3RD DEGREE,"SPECIALTY STORE (TV, FUR, ETC)",0
80-20-040150,7/7/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-040152,7/7/2020,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-20-040154,7/7/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-20-040169,7/7/2020,STALKING-2ND DEGREE,DEPARTMENT / DISCOUNT STORE,0
80-20-040180,7/7/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-040187,7/7/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-040195,7/7/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER / UNKNOWN,0
80-20-040200,7/7/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,HIGHWAY / ROAD / ALLEY,0
80-20-040213,7/7/2020,TERRORISTIC THREATENING 3RD DEGREE,DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-20-040214,7/7/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-040218,7/7/2020,TERRORISTIC THREATENING 3RD DEGREE,GOVERNMENT / PUBLIC BUILDING,0
80-20-040221,7/7/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-040233,7/7/2020,VIOLATION OF KENTUCKY EPO/DVO,CYBERSPACE,0
80-20-040234,7/7/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-040236,7/1/2018,STALKING-2ND DEGREE,LIQUOR STORE,0
80-20-040237,5/6/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-040243,7/7/2020,WANTON ENDANGERMENT-1ST DEGREE,PARKING LOT / GARAGE,0
80-20-040246,7/4/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-040247,7/7/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-040250,7/4/2020,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-20-040259,7/7/2020,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-20-040260,7/7/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-040264,7/7/2020,ASSAULT - 2ND DEGREE,RESTAURANT,0
80-20-040266,7/7/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-040272,7/7/2020,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-20-040273,7/8/2020,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-20-040274,7/8/2020,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-040276,7/8/2020,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-040281,7/8/2020,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-20-040283,7/8/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-20-040284,7/8/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-040292,7/8/2020,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-20-040301,7/8/2020,TERRORISTIC THREATENING 2ND DEGREE,INDUSTRIAL SITE,0
80-20-040306,7/8/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-040318,7/8/2020,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-20-040319,7/8/2020,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),"SPECIALTY STORE (TV, FUR, ETC)",0
