ID,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,UOR_DESC,LEOKA_APPLIES,OFFICER_KILLED,TYPE_OF_ASSIGNMENT,TYPE_OF_ACTIVITY,OFFENSE_CITY,OFFENSE_ZIP
4562,80-17-003744,1/12/2017 23:42,1/12/2017 23:42,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,N 24TH ST / LYTLE ST                                        ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40212
4563,80-16-107880,12/15/2016 19:30,12/15/2016 19:30,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,GOVERNMENT / PUBLIC BUILDING,1100 BLOCK FISK CT                                          ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40203
4564,80-17-008030,1/27/2017 16:21,1/27/2017 16:21,ASSAULT,13A,PART I,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY,NEW CUT RD / TAYLOR BLVD                                    ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40214
4565,80-17-008030,1/27/2017 16:21,1/27/2017 16:21,ASSAULT,13A,PART I,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY,NEW CUT RD / TAYLOR BLVD                                    ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40214
4566,80-17-008030,1/27/2017 16:21,1/27/2017 16:21,ASSAULT,13A,PART I,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY,NEW CUT RD / TAYLOR BLVD                                    ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40214
4567,80-17-011820,2/10/2017 1:30,2/10/2017 1:30,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME,100 BLOCK S 46TH ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40212
4568,80-17-011934,2/10/2017 12:51,2/10/2017 12:51,ASSAULT,13B,PART II,COMPLETED,8TH DIVISION,812,SCHOOL - ELEMENTARY / SECONDARY,8100 BLOCK WESTPORT RD                                      ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,"OTHER ASSISTED (FOOT, OFF DUTY, ETC)",ALL OTHER,LYNDON,40222
4569,80-17-025524,3/31/2017 2:05,3/31/2017 2:05,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,315,BAR / NIGHT CLUB,DIXIE HWY / MARYMAN RD                                      ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)",ALL OTHER,LOUISVILLE,40258
4570,80-17-023030,3/22/2017 0:45,3/22/2017 0:45,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,2900 BLOCK 7TH STREET RD                                    ,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE,ALL OTHER,LOUISVILLE,40216
4571,80-17-023643,3/24/2017 11:43,3/20/2017 18:15,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY,S BROOK ST / E JEFFERSON ST                                 ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
4572,80-17-031459,4/20/2017 21:26,4/20/2017 21:26,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,S 4TH ST / WINKLER AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
4573,80-17-016851,2/27/2017 21:47,2/27/2017 21:47,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,236,HIGHWAY / ROAD / ALLEY,CANE RUN RD / CRUMS LN                                      ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40216
4574,80-17-028606,4/11/2017 13:25,4/11/2017 13:21,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,S 4TH ST / M ST                                             ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,NO,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ROBBERY IN PROGRESS OR PURSUING ROBBERY SUSPECT,LOUISVILLE,40208
4575,80-17-035334,5/3/2017 21:41,5/3/2017 21:41,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,S 10TH ST / MAGAZINE ST                                     ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40203
4576,80-17-034369,4/30/2017 18:48,4/30/2017 18:30,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,134,RESTAURANT,100 BLOCK E MARKET ST                                       ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
4577,80-17-041247,5/22/2017 22:31,5/22/2017 22:31,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,JAIL / PENITENTARY,500 BLOCK S 4TH ST                                          ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS",LOUISVILLE,40202
4578,80-17-038515,5/13/2017 20:45,5/13/2017 19:32,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME,N 28TH ST / MONTGOMERY ST                                   ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40212
4579,80-17-046833,6/11/2017 3:36,6/11/2017 3:36,ASSAULT,13B,PART II,COMPLETED,METRO LOUISVILLE,STM,BAR / NIGHT CLUB,3900 BLOCK SHELBYVILLE RD                                   ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)",INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,ST_MATTHEWS,40207
4580,80-17-055260,7/9/2017 14:52,7/9/2017 14:52,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,5600 BLOCK PRESTON HWY                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40219
4581,80-17-053421,7/3/2017 10:27,7/3/2017 10:27,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY,700 BLOCK E JEFFERSON ST                                    ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
4582,80-17-067605,8/19/2017 23:11,8/19/2017 23:00,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,S 17TH ST / DUMESNIL ST                                     ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED,TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40210
4583,80-17-071403,9/1/2017 21:08,9/1/2017 21:00,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,3700 BLOCK E INDIAN TRL                                     ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40213
4584,80-17-080932,10/4/2017 12:03,10/4/2017 12:03,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,613,SCHOOL - ELEMENTARY / SECONDARY,4900 BLOCK EXETER AVE                                       ,TERRORISTIC THREATENING 2ND DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40218
4585,80-17-081264,10/5/2017 11:58,10/5/2017 11:58,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,S 5TH ST / M ST                                             ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
4586,80-17-085677,10/19/2017 20:38,10/19/2017 20:38,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,CAMP ST / S CLAY ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40203
4587,80-17-086073,10/21/2017 18:19,10/21/2017 18:19,ASSAULT,13A,PART I,COMPLETED,3RD DIVISION,315,HIGHWAY / ROAD / ALLEY,10900 BLOCK DIXIE HWY                                       ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40272
4588,80-17-097296,11/30/2017 11:29,11/30/2017 11:29,ASSAULT,13B,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,2000 BLOCK TERRIL LN                                        ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS",LOUISVILLE,40218
4589,80-17-094434,11/20/2017 5:05,11/20/2017 5:05,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,BANK / SAVINGS & LOAN,200 BLOCK S 7TH ST                                          ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
4590,80-17-105163,12/24/2017 17:09,12/24/2017 17:09,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,315,RESTAURANT,7400 BLOCK DIXIE HWY                                        ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40258
4591,80-18-007734,1/25/2018 16:50,1/25/2018 16:50,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,E JACOB ST/BROOK ST                                         ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,,
4592,80-18-002949,1/12/2018 0:42,1/12/2018 0:42,ASSAULT,13C,PART II,COMPLETED,8TH DIVISION,811,HIGHWAY / ROAD / ALLEY,I265S AT WESTPORT RD                                        ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40241
4593,80-18-021042,3/21/2018 11:15,3/21/2018 10:55,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,424,PARKING LOT / GARAGE,3100 BLOCK S 2ND ST                                         ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
4594,80-18-021042,3/21/2018 11:15,3/21/2018 10:55,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,424,PARKING LOT / GARAGE,3100 BLOCK S 2ND ST                                         ,ASSAULT - 1ST DEGREE - POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
4595,80-18-021042,3/21/2018 11:15,3/21/2018 10:55,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,424,PARKING LOT / GARAGE,3100 BLOCK S 2ND ST                                         ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
4596,80-18-013001,2/19/2018 17:21,2/19/2018 17:21,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY,1700 BLOCK BELMAR DR                                        ,DISARMING A PEACE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40213
4597,80-18-021498,3/23/2018 0:12,3/23/2018 0:12,ASSAULT,13A,PART I,COMPLETED,3RD DIVISION,331,HIGHWAY / ROAD / ALLEY,FRANKLIN AVE / WELLSWORTH AVE                               ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40216
4598,80-18-022840,3/27/2018 7:42,3/27/2018 7:42,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,S 11TH ST / W JEFFERSON ST                                  ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
4599,80-18-022936,3/28/2018 15:19,3/24/2018 23:13,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,S 20TH ST / W MADISON ST                                    ,MENACING,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED,TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40203
4600,80-18-022936,3/28/2018 15:19,3/24/2018 23:13,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,S 20TH ST / W MADISON ST                                    ,MENACING,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED,TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40203
4601,80-18-023661,3/31/2018 0:35,3/31/2018 0:35,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,625,PARKING LOT / GARAGE,100 BLOCK BRECKINRIDGE SQ                                   ,MURDER - POLICE OFFICER ATTEMPTED,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40220
4602,80-18-024599,4/4/2018 1:07,4/4/2018 0:49,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,112,JAIL / PENITENTARY,2500 BLOCK W CHESTNUT ST                                    ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40211
4603,80-18-024920,4/2/2018 21:24,4/2/2018 21:24,ASSAULT,13C,PART II,COMPLETED,5TH DIVISION,512,PARKING LOT / GARAGE,1200 BLOCK BARDSTOWN RD                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40204
4604,80-18-023296,3/29/2018 17:58,3/29/2018 17:58,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME,100 BLOCK E KENTON ST                                       ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40214
4605,80-18-023296,3/29/2018 17:58,3/29/2018 17:58,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME,100 BLOCK E KENTON ST                                       ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40214
4606,80-18-023296,3/29/2018 17:58,3/29/2018 17:58,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME,100 BLOCK E KENTON ST                                       ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40214
4607,80-18-023296,3/29/2018 17:58,3/29/2018 17:58,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME,100 BLOCK E KENTON ST                                       ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40214
4608,80-18-025241,4/6/2018 12:22,4/6/2018 12:22,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME,4300 BLOCK NEWPORT RD                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40218
4609,80-18-031090,4/26/2018 21:54,4/26/2018 21:54,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,435,OTHER / UNKNOWN,1500 BLOCK WALTER AVE                                       ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40215
4610,80-18-033338,5/5/2018 3:03,5/5/2018 3:03,ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,2400 BLOCK OSAGE AVE                                        ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40210
4611,80-18-033338,5/5/2018 3:03,5/5/2018 3:03,ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,2400 BLOCK OSAGE AVE                                        ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40210
4612,80-18-031688,4/29/2018 2:33,4/29/2018 2:33,ASSAULT,13C,PART II,COMPLETED,METRO LOUISVILLE,STM,BAR / NIGHT CLUB,3900 BLOCK SHELBYVILLE RD                                   ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,ST_MATTHEWS,40207
4613,80-18-037092,5/10/2018 9:56,5/10/2018 9:56,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),500 BLOCK WAINWRIGHT AVE                                    ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40217
4614,80-18-035288,5/8/2018 13:56,5/8/2018 13:56,ASSAULT,13C,PART II,COMPLETED,8TH DIVISION,823,HIGHWAY / ROAD / ALLEY,1000 BLOCK WEYMOUTH CT                                      ,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,ST_MATTHEWS,40222
4615,80-18-035453,5/11/2018 21:25,5/11/2018 21:25,ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,S 26TH ST / DUMESNIL ST                                     ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40210
4616,80-18-043523,6/8/2018 16:56,6/8/2018 16:56,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,S 32ND ST / W KENTUCKY ST                                   ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
4617,80-18-047409,6/22/2018 1:03,6/22/2018 1:03,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,1100 BLOCK S 17TH ST                                        ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40210
4618,80-18-050349,7/2/2018 20:02,5/27/2018 23:09,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,JAIL / PENITENTARY,400 BLOCK S 6TH ST                                          ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS",LOUISVILLE,40202
4619,80-18-050612,7/2/2018 15:30,7/2/2018 15:30,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,424,AMUSEMENT PARK,900 BLOCK PHILLIPS LN                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40209
4620,80-18-049373,6/27/2018 19:50,6/27/2018 19:50,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,GOVERNMENT / PUBLIC BUILDING,400 BLOCK S 6TH ST                                          ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40202
4621,80-18-050957,7/5/2018 0:16,7/5/2018 0:16,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,OTHER RESIDENCE (APARTMENT/CONDO),1700 BLOCK WILART DR                                        ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40210
4622,80-18-050957,7/5/2018 0:16,7/5/2018 0:16,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,OTHER RESIDENCE (APARTMENT/CONDO),1700 BLOCK WILART DR                                        ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40210
4623,80-18-060061,8/5/2018 19:44,8/5/2018 19:44,ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,100 BLOCK S 39TH ST                                         ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40212
4624,80-18-060061,8/5/2018 19:44,8/5/2018 19:44,ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,100 BLOCK S 39TH ST                                         ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40212
4625,80-18-060613,8/7/2018 15:31,8/7/2018 15:31,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY,2900 BLOCK WILSON AVE                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40211
4626,80-18-060061,8/5/2018 19:44,8/5/2018 19:44,ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,100 BLOCK S 39TH ST                                         ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40212
4627,80-18-064157,8/19/2018 15:49,8/19/2018 15:49,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY,HART AVE / PRESTON HWY                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)",ALL OTHER,LOUISVILLE,40213
4628,80-18-068287,9/2/2018 14:49,9/2/2018 14:49,ASSAULT,13B,PART II,COMPLETED,6TH DIVISION,625,HIGHWAY / ROAD / ALLEY,2800 BLOCK TYSON PL                                         ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40218
4629,80-18-072694,9/17/2018 20:17,9/17/2018 20:17,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,HEMLOCK ST / SOUTHERN AVE                                   ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40211
4630,80-18-069334,9/6/2018 2:40,9/6/2018 2:40,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,423,BAR / NIGHT CLUB,3000 BLOCK 7TH STREET RD                                    ,ASSAULT - 1ST DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40216
4631,80-18-079413,10/10/2018 15:39,10/10/2018 15:39,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,3600 BLOCK PARTHENIA AVE                                    ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40215
